actor_id,film_id,first_name,last_name,last_update
5,340,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,369,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,375,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,383,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,392,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,411,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,503,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,535,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,571,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,650,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,665,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,687,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,730,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,732,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,811,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,817,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,841,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
5,865,JOHNNY,LOLLOBRIGIDA,15/02/2006 04:34
6,29,BETTE,NICHOLSON,15/02/2006 04:34
6,53,BETTE,NICHOLSON,15/02/2006 04:34
6,60,BETTE,NICHOLSON,15/02/2006 04:34
6,70,BETTE,NICHOLSON,15/02/2006 04:34
6,112,BETTE,NICHOLSON,15/02/2006 04:34
6,164,BETTE,NICHOLSON,15/02/2006 04:34
6,165,BETTE,NICHOLSON,15/02/2006 04:34
6,193,BETTE,NICHOLSON,15/02/2006 04:34
6,256,BETTE,NICHOLSON,15/02/2006 04:34
6,451,BETTE,NICHOLSON,15/02/2006 04:34
6,503,BETTE,NICHOLSON,15/02/2006 04:34
6,509,BETTE,NICHOLSON,15/02/2006 04:34
6,517,BETTE,NICHOLSON,15/02/2006 04:34
6,519,BETTE,NICHOLSON,15/02/2006 04:34
6,605,BETTE,NICHOLSON,15/02/2006 04:34
6,692,BETTE,NICHOLSON,15/02/2006 04:34
6,826,BETTE,NICHOLSON,15/02/2006 04:34
6,892,BETTE,NICHOLSON,15/02/2006 04:34
6,902,BETTE,NICHOLSON,15/02/2006 04:34
6,994,BETTE,NICHOLSON,15/02/2006 04:34
7,25,GRACE,MOSTEL,15/02/2006 04:34
7,27,GRACE,MOSTEL,15/02/2006 04:34
7,35,GRACE,MOSTEL,15/02/2006 04:34
7,67,GRACE,MOSTEL,15/02/2006 04:34
7,96,GRACE,MOSTEL,15/02/2006 04:34
7,170,GRACE,MOSTEL,15/02/2006 04:34
7,173,GRACE,MOSTEL,15/02/2006 04:34
7,217,GRACE,MOSTEL,15/02/2006 04:34
7,218,GRACE,MOSTEL,15/02/2006 04:34
7,225,GRACE,MOSTEL,15/02/2006 04:34
7,292,GRACE,MOSTEL,15/02/2006 04:34
7,351,GRACE,MOSTEL,15/02/2006 04:34
7,414,GRACE,MOSTEL,15/02/2006 04:34
7,463,GRACE,MOSTEL,15/02/2006 04:34
7,554,GRACE,MOSTEL,15/02/2006 04:34
7,618,GRACE,MOSTEL,15/02/2006 04:34
7,633,GRACE,MOSTEL,15/02/2006 04:34
7,637,GRACE,MOSTEL,15/02/2006 04:34
7,691,GRACE,MOSTEL,15/02/2006 04:34
7,758,GRACE,MOSTEL,15/02/2006 04:34
7,766,GRACE,MOSTEL,15/02/2006 04:34
7,770,GRACE,MOSTEL,15/02/2006 04:34
7,805,GRACE,MOSTEL,15/02/2006 04:34
7,806,GRACE,MOSTEL,15/02/2006 04:34
7,846,GRACE,MOSTEL,15/02/2006 04:34
7,900,GRACE,MOSTEL,15/02/2006 04:34
7,901,GRACE,MOSTEL,15/02/2006 04:34
7,910,GRACE,MOSTEL,15/02/2006 04:34
7,957,GRACE,MOSTEL,15/02/2006 04:34
7,959,GRACE,MOSTEL,15/02/2006 04:34
8,47,MATTHEW,JOHANSSON,15/02/2006 04:34
8,115,MATTHEW,JOHANSSON,15/02/2006 04:34
8,158,MATTHEW,JOHANSSON,15/02/2006 04:34
8,179,MATTHEW,JOHANSSON,15/02/2006 04:34
8,195,MATTHEW,JOHANSSON,15/02/2006 04:34
8,205,MATTHEW,JOHANSSON,15/02/2006 04:34
8,255,MATTHEW,JOHANSSON,15/02/2006 04:34
8,263,MATTHEW,JOHANSSON,15/02/2006 04:34
8,321,MATTHEW,JOHANSSON,15/02/2006 04:34
8,396,MATTHEW,JOHANSSON,15/02/2006 04:34
8,458,MATTHEW,JOHANSSON,15/02/2006 04:34
8,523,MATTHEW,JOHANSSON,15/02/2006 04:34
8,532,MATTHEW,JOHANSSON,15/02/2006 04:34
8,554,MATTHEW,JOHANSSON,15/02/2006 04:34
8,752,MATTHEW,JOHANSSON,15/02/2006 04:34
8,769,MATTHEW,JOHANSSON,15/02/2006 04:34
8,771,MATTHEW,JOHANSSON,15/02/2006 04:34
8,859,MATTHEW,JOHANSSON,15/02/2006 04:34
8,895,MATTHEW,JOHANSSON,15/02/2006 04:34
8,936,MATTHEW,JOHANSSON,15/02/2006 04:34
9,30,JOE,SWANK,15/02/2006 04:34
9,74,JOE,SWANK,15/02/2006 04:34
9,147,JOE,SWANK,15/02/2006 04:34
9,148,JOE,SWANK,15/02/2006 04:34
9,191,JOE,SWANK,15/02/2006 04:34
9,200,JOE,SWANK,15/02/2006 04:34
9,204,JOE,SWANK,15/02/2006 04:34
9,434,JOE,SWANK,15/02/2006 04:34
9,510,JOE,SWANK,15/02/2006 04:34
9,514,JOE,SWANK,15/02/2006 04:34
9,552,JOE,SWANK,15/02/2006 04:34
9,650,JOE,SWANK,15/02/2006 04:34
9,671,JOE,SWANK,15/02/2006 04:34
9,697,JOE,SWANK,15/02/2006 04:34
9,722,JOE,SWANK,15/02/2006 04:34
9,752,JOE,SWANK,15/02/2006 04:34
9,811,JOE,SWANK,15/02/2006 04:34
9,815,JOE,SWANK,15/02/2006 04:34
9,865,JOE,SWANK,15/02/2006 04:34
9,873,JOE,SWANK,15/02/2006 04:34
9,889,JOE,SWANK,15/02/2006 04:34
9,903,JOE,SWANK,15/02/2006 04:34
9,926,JOE,SWANK,15/02/2006 04:34
9,964,JOE,SWANK,15/02/2006 04:34
9,974,JOE,SWANK,15/02/2006 04:34
10,1,CHRISTIAN,GABLE,15/02/2006 04:34
10,9,CHRISTIAN,GABLE,15/02/2006 04:34
10,191,CHRISTIAN,GABLE,15/02/2006 04:34
10,236,CHRISTIAN,GABLE,15/02/2006 04:34
10,251,CHRISTIAN,GABLE,15/02/2006 04:34
10,366,CHRISTIAN,GABLE,15/02/2006 04:34
10,477,CHRISTIAN,GABLE,15/02/2006 04:34
10,480,CHRISTIAN,GABLE,15/02/2006 04:34
10,522,CHRISTIAN,GABLE,15/02/2006 04:34
10,530,CHRISTIAN,GABLE,15/02/2006 04:34
10,587,CHRISTIAN,GABLE,15/02/2006 04:34
10,694,CHRISTIAN,GABLE,15/02/2006 04:34
10,703,CHRISTIAN,GABLE,15/02/2006 04:34
10,716,CHRISTIAN,GABLE,15/02/2006 04:34
10,782,CHRISTIAN,GABLE,15/02/2006 04:34
10,914,CHRISTIAN,GABLE,15/02/2006 04:34
10,929,CHRISTIAN,GABLE,15/02/2006 04:34
10,930,CHRISTIAN,GABLE,15/02/2006 04:34
10,964,CHRISTIAN,GABLE,15/02/2006 04:34
10,966,CHRISTIAN,GABLE,15/02/2006 04:34
10,980,CHRISTIAN,GABLE,15/02/2006 04:34
10,983,CHRISTIAN,GABLE,15/02/2006 04:34
11,118,ZERO,CAGE,15/02/2006 04:34
11,205,ZERO,CAGE,15/02/2006 04:34
11,281,ZERO,CAGE,15/02/2006 04:34
11,283,ZERO,CAGE,15/02/2006 04:34
11,348,ZERO,CAGE,15/02/2006 04:34
11,364,ZERO,CAGE,15/02/2006 04:34
11,395,ZERO,CAGE,15/02/2006 04:34
11,429,ZERO,CAGE,15/02/2006 04:34
11,433,ZERO,CAGE,15/02/2006 04:34
11,453,ZERO,CAGE,15/02/2006 04:34
11,485,ZERO,CAGE,15/02/2006 04:34
11,532,ZERO,CAGE,15/02/2006 04:34
11,567,ZERO,CAGE,15/02/2006 04:34
11,587,ZERO,CAGE,15/02/2006 04:34
11,597,ZERO,CAGE,15/02/2006 04:34
11,636,ZERO,CAGE,15/02/2006 04:34
11,709,ZERO,CAGE,15/02/2006 04:34
11,850,ZERO,CAGE,15/02/2006 04:34
11,854,ZERO,CAGE,15/02/2006 04:34
11,888,ZERO,CAGE,15/02/2006 04:34
11,896,ZERO,CAGE,15/02/2006 04:34
11,928,ZERO,CAGE,15/02/2006 04:34
11,938,ZERO,CAGE,15/02/2006 04:34
11,969,ZERO,CAGE,15/02/2006 04:34
11,988,ZERO,CAGE,15/02/2006 04:34
12,16,KARL,BERRY,15/02/2006 04:34
12,17,KARL,BERRY,15/02/2006 04:34
12,34,KARL,BERRY,15/02/2006 04:34
12,37,KARL,BERRY,15/02/2006 04:34
12,91,KARL,BERRY,15/02/2006 04:34
12,92,KARL,BERRY,15/02/2006 04:34
12,107,KARL,BERRY,15/02/2006 04:34
12,155,KARL,BERRY,15/02/2006 04:34
12,177,KARL,BERRY,15/02/2006 04:34
12,208,KARL,BERRY,15/02/2006 04:34
12,213,KARL,BERRY,15/02/2006 04:34
12,216,KARL,BERRY,15/02/2006 04:34
12,243,KARL,BERRY,15/02/2006 04:34
12,344,KARL,BERRY,15/02/2006 04:34
12,400,KARL,BERRY,15/02/2006 04:34
12,416,KARL,BERRY,15/02/2006 04:34
12,420,KARL,BERRY,15/02/2006 04:34
12,457,KARL,BERRY,15/02/2006 04:34
12,513,KARL,BERRY,15/02/2006 04:34
12,540,KARL,BERRY,15/02/2006 04:34
12,593,KARL,BERRY,15/02/2006 04:34
12,631,KARL,BERRY,15/02/2006 04:34
12,635,KARL,BERRY,15/02/2006 04:34
12,672,KARL,BERRY,15/02/2006 04:34
12,716,KARL,BERRY,15/02/2006 04:34
12,728,KARL,BERRY,15/02/2006 04:34
12,812,KARL,BERRY,15/02/2006 04:34
12,838,KARL,BERRY,15/02/2006 04:34
12,871,KARL,BERRY,15/02/2006 04:34
12,880,KARL,BERRY,15/02/2006 04:34
12,945,KARL,BERRY,15/02/2006 04:34
13,17,UMA,WOOD,15/02/2006 04:34
13,29,UMA,WOOD,15/02/2006 04:34
13,45,UMA,WOOD,15/02/2006 04:34
13,87,UMA,WOOD,15/02/2006 04:34
13,110,UMA,WOOD,15/02/2006 04:34
13,144,UMA,WOOD,15/02/2006 04:34
13,154,UMA,WOOD,15/02/2006 04:34
13,162,UMA,WOOD,15/02/2006 04:34
13,203,UMA,WOOD,15/02/2006 04:34
13,254,UMA,WOOD,15/02/2006 04:34
13,337,UMA,WOOD,15/02/2006 04:34
13,346,UMA,WOOD,15/02/2006 04:34
13,381,UMA,WOOD,15/02/2006 04:34
13,385,UMA,WOOD,15/02/2006 04:34
13,427,UMA,WOOD,15/02/2006 04:34
13,456,UMA,WOOD,15/02/2006 04:34
13,513,UMA,WOOD,15/02/2006 04:34
13,515,UMA,WOOD,15/02/2006 04:34
13,522,UMA,WOOD,15/02/2006 04:34
13,524,UMA,WOOD,15/02/2006 04:34
13,528,UMA,WOOD,15/02/2006 04:34
13,571,UMA,WOOD,15/02/2006 04:34
13,588,UMA,WOOD,15/02/2006 04:34
13,597,UMA,WOOD,15/02/2006 04:34
13,600,UMA,WOOD,15/02/2006 04:34
13,718,UMA,WOOD,15/02/2006 04:34
13,729,UMA,WOOD,15/02/2006 04:34
13,816,UMA,WOOD,15/02/2006 04:34
13,817,UMA,WOOD,15/02/2006 04:34
13,832,UMA,WOOD,15/02/2006 04:34
13,833,UMA,WOOD,15/02/2006 04:34
13,843,UMA,WOOD,15/02/2006 04:34
13,897,UMA,WOOD,15/02/2006 04:34
13,966,UMA,WOOD,15/02/2006 04:34
13,998,UMA,WOOD,15/02/2006 04:34
14,154,VIVIEN,BERGEN,15/02/2006 04:34
14,187,VIVIEN,BERGEN,15/02/2006 04:34
14,232,VIVIEN,BERGEN,15/02/2006 04:34
14,241,VIVIEN,BERGEN,15/02/2006 04:34
14,253,VIVIEN,BERGEN,15/02/2006 04:34
14,255,VIVIEN,BERGEN,15/02/2006 04:34
14,258,VIVIEN,BERGEN,15/02/2006 04:34
14,284,VIVIEN,BERGEN,15/02/2006 04:34
14,292,VIVIEN,BERGEN,15/02/2006 04:34
14,370,VIVIEN,BERGEN,15/02/2006 04:34
14,415,VIVIEN,BERGEN,15/02/2006 04:34
14,417,VIVIEN,BERGEN,15/02/2006 04:34
14,418,VIVIEN,BERGEN,15/02/2006 04:34
14,454,VIVIEN,BERGEN,15/02/2006 04:34
14,472,VIVIEN,BERGEN,15/02/2006 04:34
14,475,VIVIEN,BERGEN,15/02/2006 04:34
14,495,VIVIEN,BERGEN,15/02/2006 04:34
14,536,VIVIEN,BERGEN,15/02/2006 04:34
14,537,VIVIEN,BERGEN,15/02/2006 04:34
14,612,VIVIEN,BERGEN,15/02/2006 04:34
14,688,VIVIEN,BERGEN,15/02/2006 04:34
14,759,VIVIEN,BERGEN,15/02/2006 04:34
14,764,VIVIEN,BERGEN,15/02/2006 04:34
14,847,VIVIEN,BERGEN,15/02/2006 04:34
14,856,VIVIEN,BERGEN,15/02/2006 04:34
14,890,VIVIEN,BERGEN,15/02/2006 04:34
14,908,VIVIEN,BERGEN,15/02/2006 04:34
14,919,VIVIEN,BERGEN,15/02/2006 04:34
14,948,VIVIEN,BERGEN,15/02/2006 04:34
14,970,VIVIEN,BERGEN,15/02/2006 04:34
15,31,CUBA,OLIVIER,15/02/2006 04:34
15,89,CUBA,OLIVIER,15/02/2006 04:34
15,91,CUBA,OLIVIER,15/02/2006 04:34
15,108,CUBA,OLIVIER,15/02/2006 04:34
15,125,CUBA,OLIVIER,15/02/2006 04:34
15,236,CUBA,OLIVIER,15/02/2006 04:34
15,275,CUBA,OLIVIER,15/02/2006 04:34
15,280,CUBA,OLIVIER,15/02/2006 04:34
15,326,CUBA,OLIVIER,15/02/2006 04:34
15,342,CUBA,OLIVIER,15/02/2006 04:34
15,414,CUBA,OLIVIER,15/02/2006 04:34
15,445,CUBA,OLIVIER,15/02/2006 04:34
15,500,CUBA,OLIVIER,15/02/2006 04:34
15,502,CUBA,OLIVIER,15/02/2006 04:34
15,541,CUBA,OLIVIER,15/02/2006 04:34
15,553,CUBA,OLIVIER,15/02/2006 04:34
15,594,CUBA,OLIVIER,15/02/2006 04:34
15,626,CUBA,OLIVIER,15/02/2006 04:34
15,635,CUBA,OLIVIER,15/02/2006 04:34
15,745,CUBA,OLIVIER,15/02/2006 04:34
15,783,CUBA,OLIVIER,15/02/2006 04:34
15,795,CUBA,OLIVIER,15/02/2006 04:34
15,817,CUBA,OLIVIER,15/02/2006 04:34
15,886,CUBA,OLIVIER,15/02/2006 04:34
15,924,CUBA,OLIVIER,15/02/2006 04:34
15,949,CUBA,OLIVIER,15/02/2006 04:34
15,968,CUBA,OLIVIER,15/02/2006 04:34
15,985,CUBA,OLIVIER,15/02/2006 04:34
16,80,FRED,COSTNER,15/02/2006 04:34
16,87,FRED,COSTNER,15/02/2006 04:34
16,101,FRED,COSTNER,15/02/2006 04:34
16,121,FRED,COSTNER,15/02/2006 04:34
16,155,FRED,COSTNER,15/02/2006 04:34
16,177,FRED,COSTNER,15/02/2006 04:34
16,218,FRED,COSTNER,15/02/2006 04:34
16,221,FRED,COSTNER,15/02/2006 04:34
16,267,FRED,COSTNER,15/02/2006 04:34
16,269,FRED,COSTNER,15/02/2006 04:34
16,271,FRED,COSTNER,15/02/2006 04:34
16,280,FRED,COSTNER,15/02/2006 04:34
16,287,FRED,COSTNER,15/02/2006 04:34
16,345,FRED,COSTNER,15/02/2006 04:34
16,438,FRED,COSTNER,15/02/2006 04:34
16,453,FRED,COSTNER,15/02/2006 04:34
16,455,FRED,COSTNER,15/02/2006 04:34
16,456,FRED,COSTNER,15/02/2006 04:34
16,503,FRED,COSTNER,15/02/2006 04:34
16,548,FRED,COSTNER,15/02/2006 04:34
16,582,FRED,COSTNER,15/02/2006 04:34
16,583,FRED,COSTNER,15/02/2006 04:34
16,717,FRED,COSTNER,15/02/2006 04:34
16,758,FRED,COSTNER,15/02/2006 04:34
16,779,FRED,COSTNER,15/02/2006 04:34
16,886,FRED,COSTNER,15/02/2006 04:34
16,967,FRED,COSTNER,15/02/2006 04:34
17,96,HELEN,VOIGHT,15/02/2006 04:34
17,119,HELEN,VOIGHT,15/02/2006 04:34
17,124,HELEN,VOIGHT,15/02/2006 04:34
17,127,HELEN,VOIGHT,15/02/2006 04:34
17,154,HELEN,VOIGHT,15/02/2006 04:34
17,199,HELEN,VOIGHT,15/02/2006 04:34
17,201,HELEN,VOIGHT,15/02/2006 04:34
17,236,HELEN,VOIGHT,15/02/2006 04:34
17,280,HELEN,VOIGHT,15/02/2006 04:34
17,310,HELEN,VOIGHT,15/02/2006 04:34
17,313,HELEN,VOIGHT,15/02/2006 04:34
17,378,HELEN,VOIGHT,15/02/2006 04:34
17,457,HELEN,VOIGHT,15/02/2006 04:34
17,469,HELEN,VOIGHT,15/02/2006 04:34
17,478,HELEN,VOIGHT,15/02/2006 04:34
17,500,HELEN,VOIGHT,15/02/2006 04:34
17,515,HELEN,VOIGHT,15/02/2006 04:34
17,521,HELEN,VOIGHT,15/02/2006 04:34
17,573,HELEN,VOIGHT,15/02/2006 04:34
17,603,HELEN,VOIGHT,15/02/2006 04:34
17,606,HELEN,VOIGHT,15/02/2006 04:34
17,734,HELEN,VOIGHT,15/02/2006 04:34
17,770,HELEN,VOIGHT,15/02/2006 04:34
17,794,HELEN,VOIGHT,15/02/2006 04:34
17,800,HELEN,VOIGHT,15/02/2006 04:34
17,853,HELEN,VOIGHT,15/02/2006 04:34
17,873,HELEN,VOIGHT,15/02/2006 04:34
17,874,HELEN,VOIGHT,15/02/2006 04:34
17,880,HELEN,VOIGHT,15/02/2006 04:34
17,948,HELEN,VOIGHT,15/02/2006 04:34
17,957,HELEN,VOIGHT,15/02/2006 04:34
17,959,HELEN,VOIGHT,15/02/2006 04:34
18,44,DAN,TORN,15/02/2006 04:34
18,84,DAN,TORN,15/02/2006 04:34
18,144,DAN,TORN,15/02/2006 04:34
18,172,DAN,TORN,15/02/2006 04:34
18,268,DAN,TORN,15/02/2006 04:34
18,279,DAN,TORN,15/02/2006 04:34
18,280,DAN,TORN,15/02/2006 04:34
18,321,DAN,TORN,15/02/2006 04:34
18,386,DAN,TORN,15/02/2006 04:34
18,460,DAN,TORN,15/02/2006 04:34
18,462,DAN,TORN,15/02/2006 04:34
18,484,DAN,TORN,15/02/2006 04:34
18,536,DAN,TORN,15/02/2006 04:34
18,561,DAN,TORN,15/02/2006 04:34
18,612,DAN,TORN,15/02/2006 04:34
18,717,DAN,TORN,15/02/2006 04:34
18,808,DAN,TORN,15/02/2006 04:34
18,842,DAN,TORN,15/02/2006 04:34
18,863,DAN,TORN,15/02/2006 04:34
18,883,DAN,TORN,15/02/2006 04:34
18,917,DAN,TORN,15/02/2006 04:34
18,944,DAN,TORN,15/02/2006 04:34
19,2,BOB,FAWCETT,15/02/2006 04:34
19,3,BOB,FAWCETT,15/02/2006 04:34
19,144,BOB,FAWCETT,15/02/2006 04:34
19,152,BOB,FAWCETT,15/02/2006 04:34
19,182,BOB,FAWCETT,15/02/2006 04:34
19,208,BOB,FAWCETT,15/02/2006 04:34
19,212,BOB,FAWCETT,15/02/2006 04:34
19,217,BOB,FAWCETT,15/02/2006 04:34
19,266,BOB,FAWCETT,15/02/2006 04:34
19,404,BOB,FAWCETT,15/02/2006 04:34
19,428,BOB,FAWCETT,15/02/2006 04:34
19,473,BOB,FAWCETT,15/02/2006 04:34
19,490,BOB,FAWCETT,15/02/2006 04:34
19,510,BOB,FAWCETT,15/02/2006 04:34
19,513,BOB,FAWCETT,15/02/2006 04:34
19,644,BOB,FAWCETT,15/02/2006 04:34
19,670,BOB,FAWCETT,15/02/2006 04:34
19,673,BOB,FAWCETT,15/02/2006 04:34
19,711,BOB,FAWCETT,15/02/2006 04:34
19,750,BOB,FAWCETT,15/02/2006 04:34
19,752,BOB,FAWCETT,15/02/2006 04:34
19,756,BOB,FAWCETT,15/02/2006 04:34
19,771,BOB,FAWCETT,15/02/2006 04:34
19,785,BOB,FAWCETT,15/02/2006 04:34
19,877,BOB,FAWCETT,15/02/2006 04:34
20,1,LUCILLE,TRACY,15/02/2006 04:34
20,54,LUCILLE,TRACY,15/02/2006 04:34
20,63,LUCILLE,TRACY,15/02/2006 04:34
20,140,LUCILLE,TRACY,15/02/2006 04:34
20,146,LUCILLE,TRACY,15/02/2006 04:34
20,165,LUCILLE,TRACY,15/02/2006 04:34
20,231,LUCILLE,TRACY,15/02/2006 04:34
20,243,LUCILLE,TRACY,15/02/2006 04:34
20,269,LUCILLE,TRACY,15/02/2006 04:34
20,274,LUCILLE,TRACY,15/02/2006 04:34
20,348,LUCILLE,TRACY,15/02/2006 04:34
20,366,LUCILLE,TRACY,15/02/2006 04:34
20,445,LUCILLE,TRACY,15/02/2006 04:34
20,478,LUCILLE,TRACY,15/02/2006 04:34
20,492,LUCILLE,TRACY,15/02/2006 04:34
20,499,LUCILLE,TRACY,15/02/2006 04:34
20,527,LUCILLE,TRACY,15/02/2006 04:34
20,531,LUCILLE,TRACY,15/02/2006 04:34
20,538,LUCILLE,TRACY,15/02/2006 04:34
20,589,LUCILLE,TRACY,15/02/2006 04:34
20,643,LUCILLE,TRACY,15/02/2006 04:34
20,652,LUCILLE,TRACY,15/02/2006 04:34
20,663,LUCILLE,TRACY,15/02/2006 04:34
20,714,LUCILLE,TRACY,15/02/2006 04:34
20,717,LUCILLE,TRACY,15/02/2006 04:34
20,757,LUCILLE,TRACY,15/02/2006 04:34
20,784,LUCILLE,TRACY,15/02/2006 04:34
20,863,LUCILLE,TRACY,15/02/2006 04:34
20,962,LUCILLE,TRACY,15/02/2006 04:34
20,977,LUCILLE,TRACY,15/02/2006 04:34
21,6,KIRSTEN,PALTROW,15/02/2006 04:34
21,87,KIRSTEN,PALTROW,15/02/2006 04:34
21,88,KIRSTEN,PALTROW,15/02/2006 04:34
