rental_id,rental_date,inventory_id,rental_customer_id,return_date,rental_staff_id,rental_last_update,payment_customer_id,payment_staff_id,amount,payment_date,payment_last_update
11087,"2005-08-02 07:41:41",654,2,"2005-08-10 10:37:41",2,"2006-02-15 21:30:53",2,1,5.99,"2005-08-02 07:41:41","2006-02-15 22:12:30"
11177,"2005-08-02 10:43:48",1149,2,"2005-08-10 10:55:48",2,"2006-02-15 21:30:53",2,1,6.99,"2005-08-02 10:43:48","2006-02-15 22:12:30"
11256,"2005-08-02 13:44:53",2060,2,"2005-08-04 16:39:53",1,"2006-02-15 21:30:53",2,2,2.99,"2005-08-02 13:44:53","2006-02-15 22:12:30"
11614,"2005-08-17 03:52:18",805,2,"2005-08-20 07:04:18",1,"2006-02-15 21:30:53",2,1,2.99,"2005-08-17 03:52:18","2006-02-15 22:12:30"
12963,"2005-08-19 06:26:04",1521,2,"2005-08-23 11:37:04",2,"2006-02-15 21:30:53",2,1,2.99,"2005-08-19 06:26:04","2006-02-15 22:12:30"
14475,"2005-08-21 13:24:32",3164,2,"2005-08-27 08:59:32",2,"2006-02-15 21:30:53",2,1,4.99,"2005-08-21 13:24:32","2006-02-15 22:12:30"
14743,"2005-08-21 22:41:56",4570,2,"2005-08-29 00:18:56",1,"2006-02-15 21:30:53",2,2,5.99,"2005-08-21 22:41:56","2006-02-15 22:12:30"
15145,"2005-08-22 13:53:04",2179,2,"2005-08-31 15:51:04",1,"2006-02-15 21:30:53",2,2,4.99,"2005-08-22 13:53:04","2006-02-15 22:12:30"
15907,"2005-08-23 17:39:35",2898,2,"2005-08-25 23:23:35",1,"2006-02-15 21:30:53",2,2,4.99,"2005-08-23 17:39:35","2006-02-15 22:12:30"
435,"2005-05-27 17:17:09",3328,3,"2005-06-02 11:20:09",2,"2006-02-15 21:30:53",3,1,1.99,"2005-05-27 17:17:09","2006-02-15 22:12:30"
830,"2005-05-29 22:43:55",3464,3,"2005-06-01 17:43:55",1,"2006-02-15 21:30:53",3,1,2.99,"2005-05-29 22:43:55","2006-02-15 22:12:30"
1546,"2005-06-16 01:34:05",3913,3,"2005-06-24 04:27:05",1,"2006-02-15 21:30:53",3,1,8.99,"2005-06-16 01:34:05","2006-02-15 22:12:30"
1726,"2005-06-16 15:19:10",116,3,"2005-06-25 11:39:10",2,"2006-02-15 21:30:53",3,1,6.99,"2005-06-16 15:19:10","2006-02-15 22:12:30"
1911,"2005-06-17 05:15:15",910,3,"2005-06-24 11:05:15",2,"2006-02-15 21:30:53",3,2,6.99,"2005-06-17 05:15:15","2006-02-15 22:12:30"
2628,"2005-06-19 08:34:53",3917,3,"2005-06-28 04:19:53",2,"2006-02-15 21:30:53",3,1,2.99,"2005-06-19 08:34:53","2006-02-15 22:12:30"
4180,"2005-07-07 10:23:25",1704,3,"2005-07-10 13:18:25",1,"2006-02-15 21:30:53",3,1,4.99,"2005-07-07 10:23:25","2006-02-15 22:12:30"
4725,"2005-07-08 12:47:11",2058,3,"2005-07-15 09:08:11",2,"2006-02-15 21:30:53",3,1,4.99,"2005-07-08 12:47:11","2006-02-15 22:12:30"
7096,"2005-07-27 04:54:42",2575,3,"2005-08-03 01:42:42",2,"2006-02-15 21:30:53",3,1,5.99,"2005-07-27 04:54:42","2006-02-15 22:12:30"
7503,"2005-07-27 20:23:12",579,3,"2005-08-05 18:46:12",2,"2006-02-15 21:30:53",3,2,10.99,"2005-07-27 20:23:12","2006-02-15 22:12:30"
7703,"2005-07-28 03:59:21",2150,3,"2005-08-05 08:52:21",1,"2006-02-15 21:30:53",3,2,7.99,"2005-07-28 03:59:21","2006-02-15 22:12:30"
7724,"2005-07-28 04:46:30",346,3,"2005-08-04 08:41:30",1,"2006-02-15 21:30:53",3,2,6.99,"2005-07-28 04:46:30","2006-02-15 22:12:30"
7911,"2005-07-28 11:46:45",390,3,"2005-07-29 07:19:45",1,"2006-02-15 21:30:53",3,1,4.99,"2005-07-28 11:46:45","2006-02-15 22:12:30"
8086,"2005-07-28 18:17:14",1182,3,"2005-07-30 18:22:14",2,"2006-02-15 21:30:53",3,2,4.99,"2005-07-28 18:17:14","2006-02-15 22:12:30"
8545,"2005-07-29 11:07:04",3261,3,"2005-08-06 13:30:04",2,"2006-02-15 21:30:53",3,1,2.99,"2005-07-29 11:07:04","2006-02-15 22:12:30"
9226,"2005-07-30 13:31:20",4315,3,"2005-08-06 16:42:20",1,"2006-02-15 21:30:53",3,1,1.99,"2005-07-30 13:31:20","2006-02-15 22:12:30"
9443,"2005-07-30 21:45:46",1675,3,"2005-08-05 21:22:46",1,"2006-02-15 21:30:53",3,2,3.99,"2005-07-30 21:45:46","2006-02-15 22:12:30"
9595,"2005-07-31 03:27:58",2829,3,"2005-08-03 05:58:58",1,"2006-02-15 21:30:53",3,1,2.99,"2005-07-31 03:27:58","2006-02-15 22:12:30"
9816,"2005-07-31 11:32:58",4560,3,"2005-08-04 17:12:58",2,"2006-02-15 21:30:53",3,2,4.99,"2005-07-31 11:32:58","2006-02-15 22:12:30"
10597,"2005-08-01 14:19:48",3292,3,"2005-08-08 20:01:48",1,"2006-02-15 21:30:53",3,2,5.99,"2005-08-01 14:19:48","2006-02-15 22:12:30"
12556,"2005-08-18 14:49:55",1984,3,"2005-08-24 15:20:55",2,"2006-02-15 21:30:53",3,2,4.99,"2005-08-18 14:49:55","2006-02-15 22:12:30"
13403,"2005-08-19 22:18:07",3241,3,"2005-08-27 19:23:07",1,"2006-02-15 21:30:53",3,1,8.99,"2005-08-19 22:18:07","2006-02-15 22:12:30"
13610,"2005-08-20 06:14:12",2526,3,"2005-08-26 00:44:12",2,"2006-02-15 21:30:53",3,2,2.99,"2005-08-20 06:14:12","2006-02-15 22:12:30"
14699,"2005-08-21 20:50:48",1427,3,"2005-08-29 18:08:48",2,"2006-02-15 21:30:53",3,2,8.99,"2005-08-21 20:50:48","2006-02-15 22:12:30"
15038,"2005-08-22 09:37:27",1685,3,"2005-08-23 14:39:27",1,"2006-02-15 21:30:53",3,2,0.99,"2005-08-22 09:37:27","2006-02-15 22:12:30"
15619,"2005-08-23 07:10:14",2468,3,"2005-08-26 07:21:14",2,"2006-02-15 21:30:53",3,1,2.99,"2005-08-23 07:10:14","2006-02-15 22:12:30"
1297,"2005-06-15 09:31:28",1075,4,"2005-06-19 04:33:28",1,"2006-02-15 21:30:53",4,1,4.99,"2005-06-15 09:31:28","2006-02-15 22:12:30"
1633,"2005-06-16 08:08:40",280,4,"2005-06-17 11:12:40",1,"2006-02-15 21:30:53",4,1,0.99,"2005-06-16 08:08:40","2006-02-15 22:12:30"
1707,"2005-06-16 14:01:27",185,4,"2005-06-18 09:35:27",1,"2006-02-15 21:30:53",4,2,2.99,"2005-06-16 14:01:27","2006-02-15 22:12:30"
1735,"2005-06-16 15:51:52",97,4,"2005-06-20 13:27:52",1,"2006-02-15 21:30:53",4,2,0.99,"2005-06-16 15:51:52","2006-02-15 22:12:30"
2043,"2005-06-17 14:31:12",2495,4,"2005-06-19 11:04:12",2,"2006-02-15 21:30:53",4,2,0.99,"2005-06-17 14:31:12","2006-02-15 22:12:30"
2642,"2005-06-19 09:39:01",2065,4,"2005-06-25 08:33:01",1,"2006-02-15 21:30:53",4,1,5.99,"2005-06-19 09:39:01","2006-02-15 22:12:30"
7660,"2005-07-28 02:10:10",4385,4,"2005-07-30 04:29:10",2,"2006-02-15 21:30:53",4,1,2.99,"2005-07-28 02:10:10","2006-02-15 22:12:30"
7718,"2005-07-28 04:37:59",3587,4,"2005-07-29 09:20:59",2,"2006-02-15 21:30:53",4,2,2.99,"2005-07-28 04:37:59","2006-02-15 22:12:30"
8741,"2005-07-29 18:44:57",165,4,"2005-08-03 18:25:57",2,"2006-02-15 21:30:53",4,1,3.99,"2005-07-29 18:44:57","2006-02-15 22:12:30"
9100,"2005-07-30 08:46:09",4117,4,"2005-08-05 10:34:09",1,"2006-02-15 21:30:53",4,1,5.99,"2005-07-30 08:46:09","2006-02-15 22:12:30"
9371,"2005-07-30 18:58:00",2980,4,"2005-08-03 15:14:00",1,"2006-02-15 21:30:53",4,1,5.99,"2005-07-30 18:58:00","2006-02-15 22:12:30"
11069,"2005-08-02 07:09:34",57,4,"2005-08-08 08:39:34",1,"2006-02-15 21:30:53",4,2,0.99,"2005-08-02 07:09:34","2006-02-15 22:12:30"
11110,"2005-08-02 08:20:31",4311,4,"2005-08-04 05:06:31",2,"2006-02-15 21:30:53",4,1,2.99,"2005-08-02 08:20:31","2006-02-15 22:12:30"
11529,"2005-08-17 00:28:01",3071,4,"2005-08-19 04:47:01",2,"2006-02-15 21:30:53",4,2,4.99,"2005-08-17 00:28:01","2006-02-15 22:12:30"
12151,"2005-08-18 00:14:03",1976,4,"2005-08-18 23:52:03",2,"2006-02-15 21:30:53",4,1,2.99,"2005-08-18 00:14:03","2006-02-15 22:12:30"
12294,"2005-08-18 05:14:44",2479,4,"2005-08-27 01:32:44",2,"2006-02-15 21:30:53",4,2,8.99,"2005-08-18 05:14:44","2006-02-15 22:12:30"
12856,"2005-08-19 02:19:13",132,4,"2005-08-23 07:49:13",2,"2006-02-15 21:30:53",4,2,1.99,"2005-08-19 02:19:13","2006-02-15 22:12:30"
13704,"2005-08-20 09:32:04",3373,4,"2005-08-23 14:29:04",2,"2006-02-15 21:30:53",4,1,2.99,"2005-08-20 09:32:04","2006-02-15 22:12:30"
13807,"2005-08-20 12:55:40",3822,4,"2005-08-28 09:06:40",2,"2006-02-15 21:30:53",4,1,6.99,"2005-08-20 12:55:40","2006-02-15 22:12:30"
14225,"2005-08-21 04:53:37",984,4,"2005-08-25 23:39:37",2,"2006-02-15 21:30:53",4,2,4.99,"2005-08-21 04:53:37","2006-02-15 22:12:30"
15147,"2005-08-22 13:58:23",2553,4,"2005-08-28 14:33:23",2,"2006-02-15 21:30:53",4,1,2.99,"2005-08-22 13:58:23","2006-02-15 22:12:30"
15635,"2005-08-23 07:43:00",3308,4,"2005-08-27 10:47:00",1,"2006-02-15 21:30:53",4,2,1.99,"2005-08-23 07:43:00","2006-02-15 22:12:30"
731,"2005-05-29 07:25:16",4124,5,"2005-05-30 05:21:16",1,"2006-02-15 21:30:53",5,1,0.99,"2005-05-29 07:25:16","2006-02-15 22:12:30"
1085,"2005-05-31 11:15:43",301,5,"2005-06-07 12:02:43",1,"2006-02-15 21:30:53",5,1,6.99,"2005-05-31 11:15:43","2006-02-15 22:12:30"
1142,"2005-05-31 19:46:38",3998,5,"2005-06-05 14:03:38",1,"2006-02-15 21:30:53",5,1,1.99,"2005-05-31 19:46:38","2006-02-15 22:12:30"
1502,"2005-06-15 22:03:14",3277,5,"2005-06-23 18:42:14",2,"2006-02-15 21:30:53",5,1,3.99,"2005-06-15 22:03:14","2006-02-15 22:12:30"
1631,"2005-06-16 08:01:02",2466,5,"2005-06-19 09:04:02",1,"2006-02-15 21:30:53",5,2,2.99,"2005-06-16 08:01:02","2006-02-15 22:12:30"
2063,"2005-06-17 15:56:53",4323,5,"2005-06-21 14:19:53",1,"2006-02-15 21:30:53",5,2,4.99,"2005-06-17 15:56:53","2006-02-15 22:12:30"
2570,"2005-06-19 04:20:13",1105,5,"2005-06-25 07:00:13",1,"2006-02-15 21:30:53",5,2,2.99,"2005-06-19 04:20:13","2006-02-15 22:12:30"
3126,"2005-06-20 18:38:22",1183,5,"2005-06-26 00:00:22",1,"2006-02-15 21:30:53",5,2,4.99,"2005-06-20 18:38:22","2006-02-15 22:12:30"
3677,"2005-07-06 09:11:58",600,5,"2005-07-08 10:50:58",2,"2006-02-15 21:30:53",5,2,4.99,"2005-07-06 09:11:58","2006-02-15 22:12:30"
4889,"2005-07-08 20:04:43",4463,5,"2005-07-13 17:57:43",2,"2006-02-15 21:30:53",5,2,2.99,"2005-07-08 20:04:43","2006-02-15 22:12:30"
5016,"2005-07-09 01:57:57",1871,5,"2005-07-09 22:07:57",1,"2006-02-15 21:30:53",5,1,4.99,"2005-07-09 01:57:57","2006-02-15 22:12:30"
5118,"2005-07-09 07:13:52",957,5,"2005-07-18 05:18:52",2,"2006-02-15 21:30:53",5,2,5.99,"2005-07-09 07:13:52","2006-02-15 22:12:30"
5156,"2005-07-09 08:51:42",416,5,"2005-07-15 03:59:42",2,"2006-02-15 21:30:53",5,2,1.99,"2005-07-09 08:51:42","2006-02-15 22:12:30"
5721,"2005-07-10 11:09:35",2348,5,"2005-07-17 16:41:35",2,"2006-02-15 21:30:53",5,2,0.99,"2005-07-10 11:09:35","2006-02-15 22:12:30"
6042,"2005-07-11 03:17:04",2153,5,"2005-07-19 07:08:04",1,"2006-02-15 21:30:53",5,1,8.99,"2005-07-11 03:17:04","2006-02-15 22:12:30"
6663,"2005-07-12 11:27:35",4364,5,"2005-07-21 16:35:35",1,"2006-02-15 21:30:53",5,1,3.99,"2005-07-12 11:27:35","2006-02-15 22:12:30"
6685,"2005-07-12 12:16:28",1434,5,"2005-07-19 17:03:28",1,"2006-02-15 21:30:53",5,2,4.99,"2005-07-12 12:16:28","2006-02-15 22:12:30"
7293,"2005-07-27 12:37:28",3333,5,"2005-07-30 15:12:28",2,"2006-02-15 21:30:53",5,2,0.99,"2005-07-27 12:37:28","2006-02-15 22:12:30"
7652,"2005-07-28 01:50:29",92,5,"2005-07-30 22:23:29",2,"2006-02-15 21:30:53",5,2,0.99,"2005-07-28 01:50:29","2006-02-15 22:12:30"
7829,"2005-07-28 08:43:39",111,5,"2005-08-04 14:33:39",1,"2006-02-15 21:30:53",5,2,3.99,"2005-07-28 08:43:39","2006-02-15 22:12:30"
8263,"2005-07-29 01:11:23",28,5,"2005-07-31 01:53:23",2,"2006-02-15 21:30:53",5,1,2.99,"2005-07-29 01:11:23","2006-02-15 22:12:30"
8978,"2005-07-30 04:14:28",711,5,"2005-08-06 09:08:28",1,"2006-02-15 21:30:53",5,1,1.99,"2005-07-30 04:14:28","2006-02-15 22:12:30"
9493,"2005-07-30 23:52:30",1522,5,"2005-08-08 05:22:30",1,"2006-02-15 21:30:53",5,1,4.99,"2005-07-30 23:52:30","2006-02-15 22:12:30"
9888,"2005-07-31 14:00:53",4400,5,"2005-08-08 18:51:53",2,"2006-02-15 21:30:53",5,1,3.99,"2005-07-31 14:00:53","2006-02-15 22:12:30"
10609,"2005-08-01 14:48:45",2587,5,"2005-08-04 13:41:45",2,"2006-02-15 21:30:53",5,2,4.99,"2005-08-01 14:48:45","2006-02-15 22:12:30"
10625,"2005-08-01 15:27:10",3022,5,"2005-08-02 13:16:10",1,"2006-02-15 21:30:53",5,1,0.99,"2005-08-01 15:27:10","2006-02-15 22:12:30"
11001,"2005-08-02 04:56:45",3701,5,"2005-08-11 08:04:45",1,"2006-02-15 21:30:53",5,2,4.99,"2005-08-02 04:56:45","2006-02-15 22:12:30"
11179,"2005-08-02 10:50:06",4376,5,"2005-08-04 05:24:06",1,"2006-02-15 21:30:53",5,1,4.99,"2005-08-02 10:50:06","2006-02-15 22:12:30"
11930,"2005-08-17 16:28:53",1299,5,"2005-08-25 10:31:53",1,"2006-02-15 21:30:53",5,2,3.99,"2005-08-17 16:28:53","2006-02-15 22:12:30"
12145,"2005-08-18 00:10:04",3482,5,"2005-08-26 00:51:04",1,"2006-02-15 21:30:53",5,1,9.99,"2005-08-18 00:10:04","2006-02-15 22:12:30"
12797,"2005-08-19 00:24:08",1595,5,"2005-08-21 22:53:08",2,"2006-02-15 21:30:53",5,1,2.99,"2005-08-19 00:24:08","2006-02-15 22:12:30"
13063,"2005-08-19 09:45:41",1192,5,"2005-08-24 09:11:41",2,"2006-02-15 21:30:53",5,1,1.99,"2005-08-19 09:45:41","2006-02-15 22:12:30"
13877,"2005-08-20 15:16:18",3387,5,"2005-08-22 18:20:18",1,"2006-02-15 21:30:53",5,2,0.99,"2005-08-20 15:16:18","2006-02-15 22:12:30"
14053,"2005-08-20 22:13:59",2177,5,"2005-08-26 20:50:59",2,"2006-02-15 21:30:53",5,2,6.99,"2005-08-20 22:13:59","2006-02-15 22:12:30"
14430,"2005-08-21 11:31:11",2623,5,"2005-08-26 06:29:11",1,"2006-02-15 21:30:53",5,1,6.99,"2005-08-21 11:31:11","2006-02-15 22:12:30"
14494,"2005-08-21 14:02:50",169,5,"2005-08-22 16:45:50",2,"2006-02-15 21:30:53",5,2,2.99,"2005-08-21 14:02:50","2006-02-15 22:12:30"
15232,"2005-08-22 17:37:02",61,5,"2005-08-25 18:45:02",1,"2006-02-15 21:30:53",5,2,0.99,"2005-08-22 17:37:02","2006-02-15 22:12:30"
13209,"2006-02-14 15:16:03",1574,5,NULL,2,"2006-02-15 21:30:53",5,2,0.99,"2006-02-14 15:16:03","2006-02-15 22:12:30"
57,"2005-05-25 08:43:32",3938,6,"2005-05-29 06:42:32",2,"2006-02-15 21:30:53",6,2,4.99,"2005-05-25 08:43:32","2006-02-15 22:12:30"
577,"2005-05-28 11:09:14",375,6,"2005-06-01 13:27:14",2,"2006-02-15 21:30:53",6,1,2.99,"2005-05-28 11:09:14","2006-02-15 22:12:30"
916,"2005-05-30 11:25:01",1290,6,"2005-05-31 09:06:01",1,"2006-02-15 21:30:53",6,2,0.99,"2005-05-30 11:25:01","2006-02-15 22:12:30"
1575,"2005-06-16 03:41:38",3317,6,"2005-06-22 03:01:38",2,"2006-02-15 21:30:53",6,1,3.99,"2005-06-16 03:41:38","2006-02-15 22:12:30"
1841,"2005-06-16 23:44:13",2363,6,"2005-06-22 04:09:13",1,"2006-02-15 21:30:53",6,2,2.99,"2005-06-16 23:44:13","2006-02-15 22:12:30"
1966,"2005-06-17 09:19:45",2085,6,"2005-06-20 11:19:45",1,"2006-02-15 21:30:53",6,1,0.99,"2005-06-17 09:19:45","2006-02-15 22:12:30"
2345,"2005-06-18 12:03:23",1818,6,"2005-06-22 14:25:23",2,"2006-02-15 21:30:53",6,1,0.99,"2005-06-18 12:03:23","2006-02-15 22:12:30"
3983,"2005-07-06 23:14:21",1261,6,"2005-07-12 17:55:21",2,"2006-02-15 21:30:53",6,2,0.99,"2005-07-06 23:14:21","2006-02-15 22:12:30"
4278,"2005-07-07 14:53:24",3693,6,"2005-07-13 14:21:24",2,"2006-02-15 21:30:53",6,2,2.99,"2005-07-07 14:53:24","2006-02-15 22:12:30"
5553,"2005-07-10 03:03:35",1686,6,"2005-07-14 07:49:35",2,"2006-02-15 21:30:53",6,1,0.99,"2005-07-10 03:03:35","2006-02-15 22:12:30"
6211,"2005-07-11 12:39:01",2699,6,"2005-07-20 15:59:01",2,"2006-02-15 21:30:53",6,2,5.99,"2005-07-11 12:39:01","2006-02-15 22:12:30"
6248,"2005-07-11 15:01:54",2686,6,"2005-07-19 16:58:54",1,"2006-02-15 21:30:53",6,1,7.99,"2005-07-11 15:01:54","2006-02-15 22:12:30"
6686,"2005-07-12 12:18:38",3804,6,"2005-07-13 17:56:38",2,"2006-02-15 21:30:53",6,2,0.99,"2005-07-12 12:18:38","2006-02-15 22:12:30"
